Trial,Va,Ia_sim
152,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80007527e-13 5.20018924e-13 5.60119659e-13 6.00465858e-13
 6.41805185e-13 6.87012079e-13 7.47226933e-13 8.65725026e-13
 1.21053167e-12 2.43410500e-12 7.06994619e-12 2.49557016e-11
 9.42911686e-11 3.63406713e-10 1.40826779e-09 5.46528864e-09
 2.12174166e-08 8.23641379e-08 3.19511513e-07 1.23606659e-06
 4.73196159e-06 1.74410967e-05 5.76004945e-05 1.52371569e-04
 3.11088708e-04 5.19492515e-04 7.60426281e-04 1.02163956e-03
 1.29793813e-03 1.58403608e-03 1.87720746e-03 2.17580613e-03
 2.47865680e-03 2.78490984e-03 3.09394019e-03 3.40527627e-03
 3.71855447e-03 4.03348915e-03 4.34985217e-03]"
153,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80005792e-13 5.20014587e-13 5.60097975e-13 6.00375652e-13
 6.41444363e-13 6.85550575e-13 7.41318465e-13 8.41910743e-13
 1.11469688e-12 2.04905797e-12 5.52517927e-12 1.87666827e-11
 6.95265841e-11 2.64431237e-10 1.01313449e-09 3.88948184e-09
 1.49396188e-08 5.73847863e-08 2.20323638e-07 8.44354651e-07
 3.21318838e-06 1.19171198e-05 4.07847975e-05 1.15880760e-04
 2.54773937e-04 4.48841233e-04 6.80348490e-04 9.35061136e-04
 1.20704721e-03 1.49001520e-03 1.78077944e-03 2.07748429e-03
 2.37881036e-03 2.68380908e-03 2.99178841e-03 3.30223004e-03
 3.61473680e-03 3.92899840e-03 4.24476822e-03]"
154,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20021526e-13 5.60141343e-13 6.00552594e-13
 6.42152130e-13 6.88377307e-13 7.52608913e-13 8.86922480e-13
 1.29402392e-12 2.76288107e-12 8.36441420e-12 3.00515255e-11
 1.14348371e-10 4.42340095e-10 1.71885562e-09 6.68718330e-09
 2.60233083e-08 1.01255621e-07 3.93636853e-07 1.52498729e-06
 5.83048819e-06 2.12905285e-05 6.82454958e-05 1.72557519e-04
 3.38354257e-04 5.49694251e-04 7.90515117e-04 1.04983565e-03
 1.32293061e-03 1.60508482e-03 1.89383528e-03 2.18766705e-03
 2.48549569e-03 2.78653449e-03 3.09020200e-03 3.39605776e-03
 3.70376098e-03 4.01304315e-03 4.32368922e-03]"
155,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80007527e-13 5.20017189e-13 5.60094505e-13 6.00343560e-13
 6.41252676e-13 6.84559180e-13 7.36593946e-13 8.20407110e-13
 1.01988730e-12 1.64041610e-12 3.79359912e-12 1.15258168e-11
 3.95663155e-11 1.41531111e-10 5.12587705e-10 1.86315913e-09
 6.77915883e-09 2.46722236e-08 8.97836133e-08 3.26515630e-07
 1.18455348e-06 4.26006154e-06 1.48691513e-05 4.76227891e-05
 1.26988285e-04 2.66966481e-04 4.58524270e-04 6.85483215e-04
 9.34820357e-04 1.20090210e-03 1.47781514e-03 1.76249472e-03
 2.05311176e-03 2.34836358e-03 2.64731057e-03 2.94926397e-03
 3.25370598e-03 3.56023868e-03 3.86855036e-03]"
156,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80022272e-13 5.20055353e-13 5.60397215e-13 6.01660215e-13
 6.46941702e-13 7.09030924e-13 8.41390325e-13 1.26759020e-12
 2.92246175e-12 9.71495800e-12 3.79901405e-11 1.56093926e-10
 6.49809783e-10 2.71410459e-09 1.13453005e-08 4.74288457e-08
 1.98184382e-07 8.26373216e-07 3.41563196e-06 1.36381548e-05
 4.87826007e-05 1.37385379e-04 2.90338543e-04 4.92608233e-04
 7.26340133e-04 9.79256485e-04 1.24635281e-03 1.52252623e-03
 1.80520477e-03 2.09286303e-03 2.38441315e-03 2.67907096e-03
 2.97626154e-03 3.27555228e-03 3.57661032e-03 3.87917457e-03
 4.18303679e-03 4.48802843e-03 4.79401129e-03]"
157,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018924e-13 5.60117924e-13 6.00446776e-13
 6.41695030e-13 6.86422273e-13 7.44334282e-13 8.52201990e-13
 1.14934364e-12 2.16362952e-12 5.89509604e-12 1.99216980e-11
 7.29555314e-11 2.73783671e-10 1.03458691e-09 3.91703985e-09
 1.48376353e-08 5.62056746e-08 2.12817363e-07 8.04379865e-07
 3.02000317e-06 1.10670029e-05 3.76067536e-05 1.07075689e-04
 2.37370359e-04 4.21592328e-04 6.42903969e-04 8.88210001e-04
 1.14899103e-03 1.42137864e-03 1.70166008e-03 1.98781347e-03
 2.27853958e-03 2.57290049e-03 2.87020854e-03 3.16994920e-03
 3.47172866e-03 3.77523949e-03 4.08023754e-03]"
158,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80010129e-13 5.20024995e-13 5.60167364e-13 6.00659279e-13
 6.42601423e-13 6.90271625e-13 7.60562620e-13 9.20190139e-13
 1.43260143e-12 3.33819083e-12 1.07455442e-11 3.98797748e-11
 1.54814999e-10 6.08583805e-10 2.40041630e-09 9.47612016e-09
 3.74144467e-08 1.47681906e-07 5.82157323e-07 2.28285611e-06
 8.77499497e-06 3.15481746e-05 9.56159622e-05 2.23037223e-04
 4.08835592e-04 6.34835570e-04 8.86508336e-04 1.15449508e-03
 1.43465908e-03 1.72300090e-03 2.01738246e-03 2.31645028e-03
 2.61923046e-03 2.92501178e-03 3.23326431e-03 3.54358382e-03
 3.85565565e-03 4.16923053e-03 4.48410788e-03]"
159,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80021405e-13 5.20052751e-13 5.60396347e-13 6.01708787e-13
 6.47372780e-13 7.11801278e-13 8.57179779e-13 1.35172776e-12
 3.35244159e-12 1.18500539e-11 4.83722585e-11 2.05779443e-10
 8.84625997e-10 3.81267576e-09 1.64419179e-08 7.09022151e-08
 3.05516444e-07 1.31195490e-06 5.55279172e-06 2.22399035e-05
 7.56381777e-05 1.93254784e-04 3.73565544e-04 5.96776392e-04
 8.46629192e-04 1.11295577e-03 1.39147655e-03 1.67801313e-03
 1.97040185e-03 2.26730752e-03 2.56777345e-03 2.87110504e-03
 3.17678804e-03 3.48443217e-03 3.79373493e-03 4.10445753e-03
 4.41640839e-03 4.72943168e-03 5.04339904e-03]"
160,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[6.49214189e-13 2.07920139e-12 1.49270535e-11 1.32983216e-10
 1.22045861e-09 1.12397696e-08 1.03496693e-07 9.48162347e-07
 8.30120899e-06 5.54977552e-05 1.96095490e-04 4.12688472e-04
 6.67778605e-04 9.42949204e-04 1.22933403e-03 1.52379241e-03
 1.82334179e-03 2.12655508e-03 2.43258626e-03 2.74083039e-03
 3.05085152e-03 3.36232914e-03 3.67502111e-03 3.98874025e-03
 4.30333908e-03 4.61869944e-03 4.93472522e-03 5.25133730e-03
 5.56846973e-03 5.88606702e-03 6.20408205e-03 6.52247446e-03
 6.84120942e-03 7.16025671e-03 7.47958987e-03 7.79918569e-03
 8.11902363e-03 8.43908546e-03 8.75935495e-03]"
161,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60118792e-13 6.00465858e-13
 6.41812992e-13 6.87060651e-13 7.47514897e-13 8.67222093e-13
 1.21784006e-12 2.46829987e-12 7.22540170e-12 2.56476940e-11
 9.73224990e-11 3.76519172e-10 1.46441212e-09 5.70366775e-09
 2.22223404e-08 8.65738611e-08 3.37033505e-07 1.30831481e-06
 5.02315849e-06 1.85345201e-05 6.10173036e-05 1.60127342e-04
 3.24231468e-04 5.38208185e-04 7.84701753e-04 1.05147723e-03
 1.33333818e-03 1.62502140e-03 1.92380727e-03 2.22804738e-03
 2.53656413e-03 2.84850572e-03 3.16324483e-03 3.48030784e-03
 3.79932926e-03 4.12002180e-03 4.44215586e-03]"
162,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80007527e-13 5.20017189e-13 5.60110118e-13 6.00424224e-13
 6.41647326e-13 6.86404926e-13 7.44898934e-13 8.56801609e-13
 1.17633334e-12 2.30305271e-12 6.56783829e-12 2.30323278e-11
 8.69249932e-11 3.35201570e-10 1.30029408e-09 5.05205084e-09
 1.96363889e-08 7.63189621e-08 2.96437531e-07 1.14852548e-06
 4.40716532e-06 1.63280351e-05 5.45321895e-05 1.46721883e-04
 3.04182588e-04 5.13277890e-04 7.56324634e-04 1.02048247e-03
 1.30033851e-03 1.59034376e-03 1.88765050e-03 2.19055151e-03
 2.49782895e-03 2.80860353e-03 3.12222951e-03 3.43822039e-03
 3.75620157e-03 4.07587905e-03 4.39701830e-03]"
163,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80004925e-13 5.20010250e-13 5.60056342e-13 6.00209119e-13
 6.40777362e-13 6.82889509e-13 7.30740121e-13 7.99917424e-13
 9.48367253e-13 1.39144252e-12 2.92958279e-12 8.53780588e-12
 2.92735489e-11 1.06234637e-10 3.92171464e-10 1.45481584e-09
 5.40422506e-09 2.00820692e-08 7.46214368e-08 2.77130381e-07
 1.02704961e-06 3.77695473e-06 1.35163829e-05 4.45854640e-05
 1.22659158e-04 2.64207926e-04 4.60655748e-04 6.94751601e-04
 9.52454545e-04 1.22778664e-03 1.51442250e-03 1.80911902e-03
 2.10996547e-03 2.41560267e-03 2.72505208e-03 3.03759832e-03
 3.35270474e-03 3.66995968e-03 3.98904117e-03]"
164,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80004057e-13 5.20009383e-13 5.60050270e-13 6.00182230e-13
 6.40652462e-13 6.82343938e-13 7.28416459e-13 7.90215116e-13
 9.08468613e-13 1.22939419e-12 2.27789922e-12 5.93836005e-12
 1.89755486e-11 6.56745162e-11 2.33216739e-10 8.34575971e-10
 2.99328624e-09 1.07425051e-08 3.85577684e-08 1.38363860e-07
 4.96035615e-07 1.77207088e-06 6.25333140e-06 2.11897718e-05
 6.45291977e-05 1.60577031e-04 3.17163089e-04 5.21726399e-04
 7.58623602e-04 1.01616684e-03 1.28918391e-03 1.57240925e-03
 1.86305837e-03 2.15941853e-03 2.46026453e-03 2.76470775e-03
 3.07209201e-03 3.38192089e-03 3.69381080e-03]"
165,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80007527e-13 5.20018924e-13 5.60121394e-13 6.00472796e-13
 6.41839012e-13 6.87151724e-13 7.47801127e-13 8.68080781e-13
 1.22017934e-12 2.47351271e-12 7.23052694e-12 2.56086289e-11
 9.69407436e-11 3.74139221e-10 1.45166879e-09 5.64052334e-09
 2.19238694e-08 8.52074291e-08 3.30925558e-07 1.28159622e-06
 4.90981885e-06 1.80878875e-05 5.95465212e-05 1.56576940e-04
 3.17825715e-04 5.28583193e-04 7.71679854e-04 1.03495026e-03
 1.31322769e-03 1.60127029e-03 1.89637051e-03 2.19688897e-03
 2.50165474e-03 2.80982099e-03 3.12076427e-03 3.43401396e-03
 3.74920703e-03 4.06605812e-03 4.38433926e-03]"
166,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80011864e-13 5.20027597e-13 5.60187313e-13 6.00746015e-13
 6.42973522e-13 6.91856294e-13 7.67288143e-13 9.48583226e-13
 1.55209179e-12 3.83939755e-12 1.28418309e-11 4.86247119e-11
 1.91210022e-10 7.59730282e-10 3.02688826e-09 1.20679610e-08
 4.81178049e-08 1.91783314e-07 7.63085501e-07 3.01570573e-06
 1.16141228e-05 4.11409819e-05 1.19624828e-04 2.65330024e-04
 4.68004268e-04 7.08619384e-04 9.72478259e-04 1.25357756e-03
 1.54558199e-03 1.84531586e-03 2.15093890e-03 2.46114219e-03
 2.77498521e-03 3.09178221e-03 3.41101975e-03 3.73230448e-03
 4.05532905e-03 4.37984923e-03 4.70566793e-03]"
167,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80025741e-13 5.20063159e-13 5.60450124e-13 6.01867514e-13
 6.47729266e-13 7.11981689e-13 8.52332094e-13 1.30755129e-12
 3.06561720e-12 1.02145081e-11 3.96691629e-11 1.61418943e-10
 6.65059653e-10 2.74884011e-09 1.13704464e-08 4.70375795e-08
 1.94505365e-07 8.02760749e-07 3.28717196e-06 1.30513934e-05
 4.68972840e-05 1.34509633e-04 2.90180299e-04 4.99776830e-04
 7.44173747e-04 1.00976703e-03 1.29103439e-03 1.58227789e-03
 1.88063874e-03 2.18443792e-03 2.49247917e-03 2.80390139e-03
 3.11807468e-03 3.43452601e-03 3.75289202e-03 4.07288813e-03
 4.39428769e-03 4.71690746e-03 5.04059733e-03]"
168,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80011864e-13 5.20028465e-13 5.60174303e-13 6.00662749e-13
 6.42532035e-13 6.89686155e-13 7.57036794e-13 9.01631200e-13
 1.34160998e-12 2.91116263e-12 8.80029816e-12 3.12078627e-11
 1.16783217e-10 4.43916849e-10 1.69478162e-09 6.47796103e-09
 2.47674113e-08 9.46827256e-08 3.61680714e-07 1.37742231e-06
 5.18660887e-06 1.87615611e-05 6.06279881e-05 1.57035321e-04
 3.15944150e-04 5.23122973e-04 7.62003113e-04 1.02076210e-03
 1.29433153e-03 1.57757435e-03 1.86782199e-03 2.16345114e-03
 2.46330183e-03 2.76653443e-03 3.07253023e-03 3.38082181e-03
 3.69104839e-03 4.00292625e-03 4.31622864e-03]"
169,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80009262e-13 5.20022393e-13 5.60137006e-13 6.00511828e-13
 6.41914473e-13 6.87162133e-13 7.46798456e-13 8.60273658e-13
 1.17520924e-12 2.24396803e-12 6.13340715e-12 2.05773246e-11
 7.45142489e-11 2.76226894e-10 1.03088773e-09 3.85454644e-09
 1.44195089e-08 5.39437412e-08 2.01725938e-07 7.53160685e-07
 2.79528556e-06 1.01547777e-05 3.44905283e-05 9.95575759e-05
 2.25450311e-04 4.07736686e-04 6.29656231e-04 8.77343742e-04
 1.14160918e-03 1.41830283e-03 1.70340417e-03 1.99473614e-03
 2.29090959e-03 2.59092342e-03 2.89404507e-03 3.19972770e-03
 3.50755360e-03 3.81719727e-03 4.12840062e-03]"
170,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80004491e-13 5.20010250e-13 5.60069352e-13 6.00265497e-13
 6.41012417e-13 6.83868760e-13 7.34780292e-13 8.16456278e-13
 1.01564243e-12 1.66367701e-12 4.02614834e-12 1.29371505e-11
 4.68611764e-11 1.76325843e-10 6.70720094e-10 2.55899606e-09
 9.77113925e-09 3.73147679e-08 1.42462420e-07 5.43230766e-07
 2.06165240e-06 7.68867785e-06 2.70638794e-05 8.19717191e-05
 1.94562974e-04 3.63693076e-04 5.73233225e-04 8.08929280e-04
 1.06126312e-03 1.32602827e-03 1.59910345e-03 1.87829211e-03
 2.16221357e-03 2.44987583e-03 2.74055579e-03 3.03371592e-03
 3.32894709e-03 3.62593142e-03 3.92441753e-03]"
171,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80007527e-13 5.20017189e-13 5.60110985e-13 6.00436367e-13
 6.41706306e-13 6.86682482e-13 7.46167017e-13 8.62464614e-13
 1.20121621e-12 2.41104879e-12 7.03177273e-12 2.50085248e-11
 9.52835536e-11 3.70342869e-10 1.44727155e-09 5.66399755e-09
 2.21739082e-08 8.67998053e-08 3.39519906e-07 1.32398645e-06
 5.10269565e-06 1.88484492e-05 6.17371241e-05 1.60147560e-04
 3.20529245e-04 5.27668057e-04 7.65132227e-04 1.02152963e-03
 1.29200848e-03 1.57168624e-03 1.85803249e-03 2.14950553e-03
 2.44500320e-03 2.74372745e-03 3.04508981e-03 3.34864541e-03
 3.65405066e-03 3.96103519e-03 4.26938277e-03]"
172,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80015333e-13 5.20035404e-13 5.60233283e-13 6.00927294e-13
 6.43674350e-13 6.94562463e-13 7.77719035e-13 9.88775901e-13
 1.70677708e-12 4.43409372e-12 1.51255163e-11 5.73833932e-11
 2.24757660e-10 8.88039989e-10 3.51686501e-09 1.39357604e-08
 5.52228666e-08 2.18726445e-07 8.64575106e-07 3.39034906e-06
 1.29033095e-05 4.47294362e-05 1.25847800e-04 2.70590434e-04
 4.67280222e-04 6.98230351e-04 9.50277622e-04 1.21798138e-03
 1.49568458e-03 1.78052460e-03 2.07081614e-03 2.36535901e-03
 2.66328904e-03 2.96397405e-03 3.26693936e-03 3.57182044e-03
 3.87833191e-03 4.18624653e-03 4.49538064e-03]"
173,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80023139e-13 5.20057088e-13 5.60390276e-13 6.01583887e-13
 6.46435162e-13 7.06149549e-13 8.26262669e-13 1.19183656e-12
 2.55490160e-12 7.97158606e-12 2.98614293e-11 1.18695044e-10
 4.79574920e-10 1.94598878e-09 7.90490397e-09 3.21175086e-08
 1.30460295e-07 5.29241225e-07 2.13569219e-06 8.44195440e-06
 3.10873414e-05 9.54261816e-05 2.22641897e-04 4.06261007e-04
 6.27966538e-04 8.73766658e-04 1.13482917e-03 1.40726849e-03
 1.68734901e-03 1.97307710e-03 2.26318958e-03 2.55677734e-03
 2.85317626e-03 3.15189128e-03 3.45254457e-03 3.75484187e-03
 4.05854993e-03 4.36348102e-03 4.66948192e-03]"
174,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80010129e-13 5.20024995e-13 5.60164762e-13 6.00644534e-13
 6.42528565e-13 6.89911669e-13 7.58860856e-13 9.12350924e-13
 1.39727986e-12 3.18159214e-12 1.00600509e-11 3.69097461e-11
 1.42055237e-10 5.54153133e-10 2.16962411e-09 8.50264377e-09
 3.33275380e-08 1.30603281e-07 5.11223936e-07 1.99213811e-06
 7.63158333e-06 2.75866270e-05 8.54386011e-05 2.05413611e-04
 3.85924438e-04 6.09206170e-04 8.59916598e-04 1.12797308e-03
 1.40896380e-03 1.69857431e-03 1.99451813e-03 2.29536263e-03
 2.60007905e-03 2.90791800e-03 3.21832278e-03 3.53086986e-03
 3.84523028e-03 4.16114398e-03 4.47840207e-03]"
175,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80010129e-13 5.20023261e-13 5.60134404e-13 6.00497083e-13
 6.41833808e-13 6.86770953e-13 7.44998681e-13 8.52295665e-13
 1.14076890e-12 2.09815845e-12 5.52526254e-12 1.80708382e-11
 6.42828481e-11 2.34795057e-10 8.64236014e-10 3.18806949e-09
 1.17674533e-08 4.34383973e-08 1.60302719e-07 5.90850555e-07
 2.16796818e-06 7.82716697e-06 2.68211403e-05 8.02501015e-05
 1.91350915e-04 3.61568644e-04 5.75444717e-04 8.18016160e-04
 1.07892113e-03 1.35355156e-03 1.63734422e-03 1.92786353e-03
 2.22358348e-03 2.52340853e-03 2.82654077e-03 3.13238781e-03
 3.44049932e-03 3.75052585e-03 4.06219134e-03]"
176,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80004925e-13 5.20011117e-13 5.60069352e-13 6.00265497e-13
 6.41006345e-13 6.83826260e-13 7.34548707e-13 8.15317432e-13
 1.01031510e-12 1.63962160e-12 3.92015760e-12 1.24786787e-11
 4.49060667e-11 1.68082792e-10 6.36287287e-10 2.41627160e-09
 9.18342094e-09 3.49085889e-08 1.32666257e-07 5.03630432e-07
 1.90387485e-06 7.08628797e-06 2.50418700e-05 7.70162106e-05
 1.86959506e-04 3.56250175e-04 5.68888532e-04 8.09714052e-04
 1.06841198e-03 1.34045564e-03 1.62136835e-03 1.90877929e-03
 2.20121028e-03 2.49760098e-03 2.79717990e-03 3.09937492e-03
 3.40375142e-03 3.70997236e-03 4.01777159e-03]"
177,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.82256162e-13 5.26457350e-13 6.53546661e-13 1.20236286e-12
 4.51872914e-12 2.56558958e-11 1.61544565e-10 1.03633563e-09
 6.66885500e-09 4.29286501e-08 2.76044718e-07 1.76207503e-06
 1.07546840e-05 5.38705902e-05 1.72799531e-04 3.63866129e-04
 5.97720719e-04 8.55017019e-04 1.12586858e-03 1.40655122e-03
 1.69345739e-03 1.98483654e-03 2.27965132e-03 2.57716034e-03
 2.87682925e-03 3.17826552e-03 3.48117292e-03 3.78532279e-03
 4.09053520e-03 4.39666617e-03 4.70359877e-03 5.01123685e-03
 5.31950036e-03 5.62832206e-03 5.93764486e-03 6.24741995e-03
 6.55760525e-03 6.86816426e-03 7.17906509e-03]"
